Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
সবচেয়ে খারাপ শব্দ এর মান!,2,3,2,2,2
হেডফোন সম্পর্কে খুশি।,2,1,2,2,2
সাউন্ড কোয়ালিটি ভাল নয়,2,3,2,2,2
খুব স্পষ্ট শব্দ এবং টেকসই হেডফোন।,2,1,2,2,2
এই হেডফোনটির গুণটি সত্যিই ভাল।,2,1,2,2,2
"ভাল এবং মূল পণ্য,",1,2,2,2,2
মিথ্যাবাদী বিক্রেতা,2,2,3,2,2
খুব দীর্ঘ টেকসই ইয়ারফোন।,2,1,2,2,2
শব্দ এর মান ভাল ছিল।,2,1,2,2,2
চমৎকার পণ্য।,1,2,2,2,2
সেরা একটি ..,2,2,2,2,2
সেরা হেডফোন,1,2,2,2,2
তার শব্দ এর মান ভাল।,2,1,2,2,2
শব্দ এর মান এই মূল্যের জন্য যথেষ্ট ভাল।,2,1,2,1,2
এই মূল্য পয়েন্ট থেকে শ্রেষ্ঠ।,2,2,2,1,2
সবকিছু ভাল ছিল,2,2,1,2,2
সম্পূর্ণরূপে সন্তুষ্ট ....,2,2,1,2,2
খুব ভাল পণ্য এবং ভাল সেবা,1,2,1,2,2
এটা আমার জন্য ভাল অভিজ্ঞতা ছিল,2,2,1,2,2
সবকিছু ঠিক আছে,2,2,1,2,2
খুব সুন্দর কনফিগারেশন,1,2,2,2,2
এখন পর্যন্ত কোন সমস্যা নেই।,2,1,2,2,2
পণ্যটি ত্রুটিপূর্ণ,3,2,2,2,2
এই বাজেটে সেরা ফোন।,2,2,1,2,2
খুব ভাল ফোন।,2,1,2,2,2
সস্তা দামে ভাল মোবাইল,2,2,2,1,2
সস্তা দাম সঙ্গে চমৎকার পণ্য।,2,2,2,1,2
পণ্য এর মান ভাল ছিল।,1,2,2,2,2
পণ্য এর মান উচ্চতর,1,2,2,2,2
আপনার টাকা নষ্ট করবেন না,2,2,2,2,3
"দেখতে যথেষ্ট সুন্দর,",1,2,2,2,2
এটি একটি আশ্চর্যজনক পণ্য .,1,2,2,2,2
নিম্ন মানের পণ্য।,3,2,2,2,2
এটি সত্যিই খুব অস্বাভাবিক।,2,2,3,2,2
আমি ভাল দাম মধ্যে আসল পণ্য পেয়েছিলাম।,2,2,2,1,2
আমি এটা ভালোবাসি!,2,2,2,2,2
আমাকে হতাশ করেনি,2,2,1,2,2
আমি পণ্য সম্পর্কে খুব হতাশ।,2,2,3,2,2
আমি মনে করি আমি আমার টাকা অপচয়,2,2,2,3,2
এই বাজেটে ভাল।,2,2,2,1,2
সন্দেহ ছাড়াই সেরা ব্লুটুথ পোর্টেবল স্পিকার,2,1,2,2,2
এটি আপনার কাছ থেকে সম্পূর্ণরূপে অগ্রহণযোগ্য।,2,2,3,2,2
হতাশ এবং ঘৃণ্য।,2,2,3,2,2
সবকিছু ঠিক আছে,2,2,1,2,2
ভয়ানক মানের।,3,2,2,2,2
এই মূল্য পরিসরে একটি ভাল মানের স্পিকার।,2,1,2,1,2
ভাল মানের এবং দ্রুত ডেলিভারি।,1,2,1,2,2
এই পণ্য বেশ ভাল,1,2,2,2,2
চমৎকার পণ্য।,1,2,2,2,2
এই পণ্যের গুণমান খুব ভাল।,1,2,2,2,2
ইয়ারফোন চমৎকার।,2,1,2,2,2
সাউন্ড সুপার,2,1,2,2,2
খারাপ মানের সংযোগ,2,3,2,2,2
এটা খুব বিরক্তিকর হতে পারে,2,2,3,2,2
এই মূল্য পরিসীমায় সন্তুষ্ট না,2,2,2,3,2
আমি এটা ব্যবহার করে খুব খুশি।,2,1,2,2,2
অত্যন্ত বাজে মানের শব্দ।,2,3,2,2,2
"অতিরিক্ত দাম, টাকার মূল্য নষ্ট",2,2,2,3,2
আমার ব্যবহৃত সেরা হেডফোন।,2,1,2,2,2
জেবিএল একটি বিশ্ব বিখ্যাত ব্র্যান্ড।,2,2,1,2,2
"খুব ভাল, উচ্চ এবং পরিষ্কার শব্দ।",2,1,2,2,2
পরিধানে আরামদায়ক এবং টানেল ছাড়া!!,1,2,2,2,2
সামগ্রিকভাবে সন্তোষজনক নয়,2,2,3,2,2
বিট এবং শব্দ ভলিউম ভাল না।,2,3,2,2,2
Pickaboo থেকে চমৎকার সেবা।,2,2,1,2,2
"অবিশ্বাস্য খাদ, চমৎকার স্বচ্ছতা।",1,2,2,2,2
শুধু ওয়াও।,1,2,2,2,2
ভাল মানের ,1,2,2,2,2
হেডফোনের গুণমান এই মূল্য পরিসরে ভাল নয়।,2,2,2,3,2
পণ্য বাস্তব ছিল।,1,2,2,2,2
পণ্য আসল ছিল।,1,2,1,2,2
পণ্য নকল ছিল।,3,2,3,2,2
পণ্য চাইনিজ ছিল।,3,2,2,2,2
পণ্য চাইনীজ ছিল।,3,2,2,2,2
পণ্য কপি ছিল।,3,2,2,2,2
ডিজাইন খুব আড়ম্বরপূর্ণ এবং নতুন কিছু ছিল।,1,2,2,2,2
এটা খুব সুষম এবং আরামদায়ক।,1,2,2,2,2
"শব্দ ভাল, সব নিখুঁত ছিল।",2,1,2,2,2
"খুব শীতল প্যাকেজিং, খুব স্থিতিশীল সংযোগ",2,1,2,2,2
ভয়ানক শব্দের গুণমান,2,1,2,2,2
এই বাজেটে প্রথম শ্রেণীর পণ্য,2,2,2,1,2
এই বাজেটে একটি চমত্কার ইয়ারফোন।,2,2,2,1,2
আমার স্বপ্নের হেডফোন পেয়েছি।,2,1,2,2,2
"উচ্চ মানের হেডফোন,",1,2,2,2,2
সবচেয়ে সাশ্রয়ী মূল্যের ব্লুটুথ।,2,2,2,1,2
পচা চার্জিং কর্মক্ষমতা।,2,3,2,2,2
দুর্বল স্বচ্ছতা। কানে মাপসই করা যাবে না।,2,3,2,2,2
স্পেসিফিকেশন সঙ্গে মেলে না,2,2,3,2,2
আমি কর্মক্ষমতা সম্পর্কে সন্তুষ্ট।,2,1,2,2,2
সত্যিই অঙ্কিত ও ইমপ্রেসড,2,2,1,2,2
আমি শুধু মুগ্ধ।,2,2,1,2,2
পিকবু তাদের মানের পরিষেবা এবং দ্রুত ডেলিভারির জন্য প্রিয় অনলাইন খেতাব পেয়েছে .,2,2,1,2,2
এটি একটি জনপ্রিয় পণ্য,1,2,2,2,2
প্রতিস্থাপন গ্যারান্টি আছে ।,2,2,1,2,2
রিপ্লেসমেন্ট গ্যারান্টি আছে ।,2,2,1,2,2
রিপ্লেসমেন্ট গ্যারান্টি নাই ।,2,1,2,2,2
চমৎকার মানের শব্দ।,2,1,2,2,2
গুড ডেলিভারি বিশ্বস্ত সাইট,2,2,1,2,2
কম বাজেট ভাল মানের পণ্য।,2,2,2,1,2
কম দামে সেরা,2,2,2,1,2
ভাল মূল্য ভাল মানের,1,2,2,1,2
"খুব সুন্দর হেডফোন,",2,1,2,2,2
অভূতপূর্ব পণ্য,1,2,2,2,2
মাথানষ্ট জিনিস,1,2,2,2,2
খুব আরামদায়ক.,1,2,2,2,2
ডেফিনিটলি রেকমেন্ডেড,2,2,2,2,1
সমস্যাহীন অসাধারণ হেডফোন,2,1,2,2,2
খুব ভাল,1,2,2,2,2
অনিষ্পন্ন পণ্য,1,2,2,2,2
এটি একটি সত্যিই চমৎকার পণ্য।,1,2,2,2,2
এই মূল্যের মধ্যে সেরা,2,2,2,1,2
আপনি যদি আরো ব্যয় করতে না চান তাহলে কিনে ফেলেন।,2,2,2,2,1
পাংখা একটা হেডফোন,2,1,2,2,2
যুক্তিসংগত মুল্যে ভাল শব্দ।,2,1,2,1,2
নিঃসন্দেহে দাম পরিসীমা মধ্যে সেরা ইয়ারফোন,2,2,2,1,2
নিশ্চিতভাবে এই মুল্যে সেরা।,2,2,2,1,2
এটা একটা কুল প্রোডাক্ট,1,2,2,2,2
ভোগাস জিনিশ,3,2,2,2,2
এটা একদম রাবিশ,3,2,2,2,2
সস্তা দামে সত্যিই ভাল ইয়ারফোন,2,2,2,1,2
হেডফোন খুব ভাল।,2,1,2,2,2
এটা অত্যন্ত চিত্তাকর্ষক।,1,2,2,2,2
খুব লোভনীয় দামে ভাল প্রোডাক্ট,2,2,2,1,2
নিম্ন বাজেটের মধ্যে স্থায়ী হেডফোন,2,2,2,1,2
Pickaboo শিপিং সিস্টেম খুব ব্যবহারকারী বন্ধুত্বপূর্ণ এবং নির্ভরযোগ্য।,2,2,1,2,2
সুন্দর প্যাকেজিং।,2,2,1,2,2
যারা সস্তা দামে ভাল জিনিস চায় তাদের জন্য একটি খুব ভাল পণ্য,2,2,2,1,1
সেবা দ্রুত,2,2,1,2,2
"সাউন্ড কোয়ালিটি ভাল,",2,1,2,2,2
একটি খুব সাশ্রয়ী মূল্যের মূল্য সঙ্গে গ্রেট হেডফোন।,2,2,2,1,2
অসাধারণ শব্দ,2,1,2,2,2
"যুক্তিসঙ্গত মূল্য, ধন্যবাদ।",2,2,2,1,2
"অসামান্য বীট, দারুন সাউন্ড",2,1,2,2,2
"চমৎকার ডিজাইন,",1,2,2,2,2
ওভারল ভালো ডিল।,2,2,1,2,2
মনে হয় আসল।,1,2,2,2,2
আর পিকাবুর সার্ভিস সিস্টেম ভাল লেগেছে।,2,2,1,2,2
এই দামে এই ইয়ারফোন সর্বোত্তম।,2,2,2,1,2
এটা অসাধারণ ....,1,2,2,2,2
"তারা ছয় মাসের জন্য ওয়্যারেন্টি প্রদান করে,",2,2,1,2,2
"ছবিতে যেরকম দেখায়, ওই রকম ই প্রোডাক্ট।",2,2,1,2,2
সাউন্ড কোয়ালিটি দাম অনুযায়ী যথেষ্ট ভালো।,2,1,2,1,2
বিল্ড কোয়ালিটিও ভালো।,1,2,2,2,2
সেরা চুক্তি এবং অসাধারণ শব্দ,2,1,1,2,2
চটচটে নকশা এবং অসাধারণ শব্দ,2,1,2,2,2
এরকম ডাকাতি পিকাবুর কাছে আশা করি নাই,2,2,3,2,2
পরিষ্কার এবং খুব জোরে।,2,1,2,2,2
জেবিএল একটি মাস্টারপিস।,2,2,1,2,2
এপিক শব্দ,2,1,2,2,2
বিস্ময়কর কোয়ালিটি,1,2,2,2,2
"শব্দ গভীর, পরিষ্কার",2,1,2,2,2
অনন্য নকশা,1,2,2,2,2
এটা শুধু বিস্ময়কর,1,2,2,2,2
শব্দ এবং নকশা কল্পিত,1,1,2,2,2
"তার সম্পূর্ণরূপে জলরোধী, নিখুঁত পণ্য।",2,1,2,2,2
